listener,artist,genre,region,minutes,day,month,year,date,premium
Cy,Riftwave,Rock,EU,53,13,3,2021,2021-03-13,True
Ada,Vantablack,Rock,US,173,11,3,2022,2022-03-11,False
Dee,Echo Park,HipHop,US,26,20,12,2021,2021-12-20,False
Hana,The Larks,Jazz,US,26,8,5,2023,2023-05-08,True
Dee,Marisol,Classical,US,234,9,9,2023,2023-09-09,False
Fay,Sol Fina,Pop,US,37,14,4,2022,2022-04-14,False
Cy,Vantablack,Rock,EU,208,22,4,2023,2023-04-22,True
Gus,Grův,Pop,EU,104,7,3,2021,2021-03-07,False
Gus,Sol Fina,Pop,EU,73,24,3,2023,2023-03-24,True
Eli,Marisol,Classical,US,18,19,4,2021,2021-04-19,False
Gus,Grův,Pop,EU,163,2,1,2023,2023-01-02,True
Eli,Riftwave,Rock,EU,174,23,2,2022,2022-02-23,False
Dee,Grův,Pop,US,113,31,3,2022,2022-03-31,True
Fay,Riftwave,Rock,UK,195,30,10,2021,2021-10-30,False
Gus,Blue Ember,Jazz,UK,78,18,3,2022,2022-03-18,False
Gus,The Larks,Jazz,UK,133,16,8,2023,2023-08-16,False
Ben,Echo Park,HipHop,US,69,5,6,2023,2023-06-05,False
Fay,Grův,Pop,UK,140,8,1,2022,2022-01-08,False
Ada,Echo Park,HipHop,US,33,18,11,2021,2021-11-18,True
Eli,Sol Fina,Pop,US,115,12,7,2022,2022-07-12,True
Eli,K.Low,HipHop,US,132,20,1,2023,2023-01-20,True
Cy,Nova,Pop,JP,134,19,7,2021,2021-07-19,False
Hana,Riftwave,Rock,US,108,7,3,2023,2023-03-07,False
Hana,Blue Ember,Jazz,US,155,5,11,2023,2023-11-05,False
Ada,Nova,Pop,US,123,14,7,2023,2023-07-14,False
Ben,Vantablack,Rock,EU,68,24,8,2022,2022-08-24,False
Ben,Echo Park,HipHop,UK,52,17,12,2021,2021-12-17,True
Hana,Grův,Pop,JP,156,21,12,2021,2021-12-21,True
Eli,Marisol,Classical,US,226,24,3,2023,2023-03-24,False
Fay,The Larks,Jazz,US,181,14,5,2022,2022-05-14,True
Gus,Grův,Pop,UK,154,27,4,2021,2021-04-27,True
Gus,The Larks,Jazz,US,222,13,1,2023,2023-01-13,False
Ada,Marisol,Classical,EU,216,1,6,2021,2021-06-01,False
Ben,K.Low,HipHop,EU,122,17,12,2023,2023-12-17,False
Dee,Grův,Pop,UK,27,2,4,2022,2022-04-02,True
Cy,Blue Ember,Jazz,JP,153,10,1,2022,2022-01-10,False
Fay,Marisol,Classical,UK,150,2,3,2021,2021-03-02,True
Ben,Nova,Pop,US,67,3,7,2021,2021-07-03,False
Cy,Echo Park,HipHop,UK,204,4,11,2023,2023-11-04,True
Ben,Sol Fina,Pop,US,209,12,8,2022,2022-08-12,False
Ben,Nova,Pop,EU,80,15,9,2023,2023-09-15,False
Ben,Blue Ember,Jazz,US,115,13,11,2023,2023-11-13,False
Ben,Vantablack,Rock,US,47,23,2,2021,2021-02-23,True
Eli,Vantablack,Rock,UK,43,21,2,2022,2022-02-21,False
Dee,The Larks,Jazz,US,64,7,7,2023,2023-07-07,True
Dee,Blue Ember,Jazz,US,88,27,6,2022,2022-06-27,False
Dee,Grův,Pop,EU,66,12,7,2022,2022-07-12,True
Fay,Marisol,Classical,US,37,17,9,2022,2022-09-17,True
Gus,The Larks,Jazz,UK,108,8,2,2023,2023-02-08,False
Eli,Blue Ember,Jazz,US,150,25,10,2023,2023-10-25,False
Fay,Nova,Pop,US,79,30,8,2023,2023-08-30,False
Fay,Nova,Pop,US,129,16,11,2022,2022-11-16,True
Fay,K.Low,HipHop,EU,66,24,9,2022,2022-09-24,False
Ben,Grův,Pop,JP,169,31,1,2022,2022-01-31,True
Hana,Nova,Pop,US,156,8,5,2021,2021-05-08,True
Ben,K.Low,HipHop,JP,231,16,2,2023,2023-02-16,False
Dee,Riftwave,Rock,UK,13,3,1,2021,2021-01-03,True
Fay,Grův,Pop,UK,205,4,2,2023,2023-02-04,False
Dee,Sol Fina,Pop,EU,82,29,6,2022,2022-06-29,True
Ben,Echo Park,HipHop,EU,16,12,5,2023,2023-05-12,True
Hana,Echo Park,HipHop,EU,166,6,11,2023,2023-11-06,False
Ada,Sol Fina,Pop,UK,42,29,8,2022,2022-08-29,True
Ben,Echo Park,HipHop,UK,43,20,9,2022,2022-09-20,False
Hana,Nova,Pop,US,236,18,6,2022,2022-06-18,False
Fay,The Larks,Jazz,US,54,13,2,2022,2022-02-13,True
Ada,Echo Park,HipHop,EU,132,8,4,2021,2021-04-08,False
Gus,Echo Park,HipHop,US,49,3,2,2021,2021-02-03,True
Hana,K.Low,HipHop,US,30,3,3,2023,2023-03-03,True
Ada,The Larks,Jazz,US,1,29,9,2023,2023-09-29,True
Dee,K.Low,HipHop,US,4,28,2,2021,2021-02-28,False
Dee,Nova,Pop,UK,114,25,12,2021,2021-12-25,False
Ben,Grův,Pop,UK,105,28,10,2022,2022-10-28,False
Ben,Blue Ember,Jazz,UK,10,11,2,2023,2023-02-11,False
Ben,Riftwave,Rock,US,84,17,3,2023,2023-03-17,True
Ben,Sol Fina,Pop,UK,66,31,1,2023,2023-01-31,False
Dee,Blue Ember,Jazz,US,138,2,4,2021,2021-04-02,False
Dee,The Larks,Jazz,EU,239,6,10,2021,2021-10-06,False
Ben,Marisol,Classical,UK,166,29,5,2022,2022-05-29,False
Cy,Nova,Pop,UK,221,11,3,2021,2021-03-11,False
Ben,Grův,Pop,UK,47,11,1,2022,2022-01-11,True
Gus,Vantablack,Rock,JP,52,26,2,2022,2022-02-26,False
Ben,Blue Ember,Jazz,EU,181,8,12,2023,2023-12-08,False
Hana,Sol Fina,Pop,UK,75,14,12,2021,2021-12-14,False
Eli,Vantablack,Rock,UK,204,30,11,2023,2023-11-30,True
Gus,Nova,Pop,US,112,6,2,2023,2023-02-06,False
Fay,Echo Park,HipHop,JP,49,29,1,2023,2023-01-29,True
Cy,Marisol,Classical,US,203,17,6,2023,2023-06-17,False
Eli,Sol Fina,Pop,US,133,12,7,2023,2023-07-12,False
Cy,The Larks,Jazz,JP,193,1,9,2021,2021-09-01,True
Ada,Sol Fina,Pop,EU,109,6,4,2022,2022-04-06,False
Cy,Sol Fina,Pop,US,31,2,8,2022,2022-08-02,True
Cy,Blue Ember,Jazz,US,164,6,12,2023,2023-12-06,False
Ben,Blue Ember,Jazz,US,30,14,2,2021,2021-02-14,False
Ada,Marisol,Classical,UK,160,7,6,2022,2022-06-07,True
Hana,The Larks,Jazz,US,101,23,8,2021,2021-08-23,False
Eli,Vantablack,Rock,JP,190,15,8,2021,2021-08-15,True
Dee,K.Low,HipHop,JP,209,15,4,2023,2023-04-15,False
Hana,Echo Park,HipHop,UK,98,10,8,2021,2021-08-10,False
Ben,The Larks,Jazz,UK,212,19,5,2023,2023-05-19,True
Dee,Grův,Pop,US,27,25,12,2023,2023-12-25,False
Gus,Blue Ember,Jazz,US,26,1,5,2023,2023-05-01,False
Fay,Echo Park,HipHop,EU,239,6,7,2021,2021-07-06,False
Dee,Vantablack,Rock,US,138,5,6,2021,2021-06-05,False
Cy,Marisol,Classical,US,109,24,4,2022,2022-04-24,False
Ada,K.Low,HipHop,US,38,27,8,2022,2022-08-27,False
Ada,Riftwave,Rock,US,70,3,5,2023,2023-05-03,True
Ben,Blue Ember,Jazz,UK,165,8,4,2022,2022-04-08,True
Gus,Vantablack,Rock,EU,198,2,7,2021,2021-07-02,False
Fay,The Larks,Jazz,EU,220,22,12,2023,2023-12-22,True
Dee,The Larks,Jazz,UK,98,18,9,2023,2023-09-18,False
Gus,Riftwave,Rock,EU,110,18,12,2022,2022-12-18,True
Ben,Sol Fina,Pop,UK,40,1,2,2023,2023-02-01,False
Ben,Nova,Pop,EU,20,22,10,2023,2023-10-22,False
Dee,Sol Fina,Pop,UK,106,4,6,2022,2022-06-04,True
Hana,K.Low,HipHop,US,140,9,6,2021,2021-06-09,True
Eli,Marisol,Classical,JP,26,26,10,2022,2022-10-26,False
Gus,Echo Park,HipHop,US,99,9,5,2022,2022-05-09,False
Ben,Marisol,Classical,US,154,26,5,2023,2023-05-26,False
Gus,The Larks,Jazz,US,195,25,4,2023,2023-04-25,False
Ada,Vantablack,Rock,US,226,1,6,2022,2022-06-01,False
Ben,Grův,Pop,US,82,7,2,2022,2022-02-07,True
Eli,Sol Fina,Pop,UK,95,8,4,2022,2022-04-08,False
Ada,Blue Ember,Jazz,EU,210,24,11,2022,2022-11-24,True
Gus,Echo Park,HipHop,US,167,29,11,2022,2022-11-29,True
Gus,Marisol,Classical,UK,66,15,7,2022,2022-07-15,False
Eli,Vantablack,Rock,US,165,6,8,2022,2022-08-06,False
Cy,Riftwave,Rock,EU,38,23,12,2023,2023-12-23,False
Ada,Riftwave,Rock,US,108,5,10,2021,2021-10-05,False
Eli,Vantablack,Rock,US,74,10,7,2021,2021-07-10,False
Eli,Riftwave,Rock,UK,239,26,5,2023,2023-05-26,True
Gus,Grův,Pop,EU,9,22,10,2023,2023-10-22,False
Eli,The Larks,Jazz,EU,206,29,10,2022,2022-10-29,False
Ben,Echo Park,HipHop,UK,68,16,3,2022,2022-03-16,False
Ada,Echo Park,HipHop,EU,9,17,1,2022,2022-01-17,False
Gus,Vantablack,Rock,US,159,28,5,2022,2022-05-28,False
Ben,Nova,Pop,US,163,27,2,2021,2021-02-27,False
Hana,K.Low,HipHop,US,35,2,8,2022,2022-08-02,False
Ada,Marisol,Classical,US,10,23,10,2021,2021-10-23,False
Fay,Grův,Pop,US,27,18,10,2021,2021-10-18,False
Hana,Blue Ember,Jazz,UK,99,6,9,2022,2022-09-06,True
Dee,Marisol,Classical,US,32,22,11,2023,2023-11-22,False
Ada,K.Low,HipHop,UK,169,14,8,2021,2021-08-14,True
Hana,Riftwave,Rock,UK,19,26,9,2023,2023-09-26,False
Ben,Riftwave,Rock,EU,190,23,7,2022,2022-07-23,False
Eli,K.Low,HipHop,EU,210,2,12,2023,2023-12-02,False
Hana,Nova,Pop,US,173,23,2,2022,2022-02-23,True
Fay,Nova,Pop,US,227,28,12,2023,2023-12-28,False
Ada,K.Low,HipHop,UK,226,24,12,2022,2022-12-24,False
Gus,Blue Ember,Jazz,UK,12,4,1,2023,2023-01-04,True
Ben,Vantablack,Rock,US,83,9,9,2022,2022-09-09,False
Fay,Nova,Pop,US,183,10,5,2022,2022-05-10,True
Eli,K.Low,HipHop,EU,82,30,7,2022,2022-07-30,False
Cy,Marisol,Classical,UK,177,21,7,2023,2023-07-21,True
Dee,Grův,Pop,US,186,18,5,2023,2023-05-18,False
Ada,Sol Fina,Pop,UK,240,27,1,2021,2021-01-27,False
Hana,The Larks,Jazz,EU,80,31,1,2023,2023-01-31,False
Ben,K.Low,HipHop,US,84,3,7,2023,2023-07-03,True
Cy,Marisol,Classical,EU,6,26,3,2023,2023-03-26,False
Eli,Marisol,Classical,US,69,29,6,2022,2022-06-29,False
Fay,The Larks,Jazz,UK,68,3,1,2022,2022-01-03,True
Eli,Grův,Pop,UK,109,8,1,2023,2023-01-08,True
Eli,Grův,Pop,US,102,28,12,2022,2022-12-28,True
Eli,Echo Park,HipHop,JP,206,14,2,2022,2022-02-14,False
Gus,Vantablack,Rock,UK,186,21,3,2022,2022-03-21,True
Dee,Vantablack,Rock,JP,175,8,2,2022,2022-02-08,False
Gus,Grův,Pop,US,2,19,2,2021,2021-02-19,False
Gus,Blue Ember,Jazz,EU,114,4,2,2021,2021-02-04,False
Hana,K.Low,HipHop,JP,176,1,4,2021,2021-04-01,False
Hana,The Larks,Jazz,UK,59,10,4,2022,2022-04-10,False
Gus,K.Low,HipHop,US,102,13,7,2022,2022-07-13,True
Ben,Blue Ember,Jazz,EU,175,24,3,2022,2022-03-24,False
Gus,Vantablack,Rock,UK,191,12,11,2023,2023-11-12,True
Fay,K.Low,HipHop,JP,206,4,9,2021,2021-09-04,True
Cy,The Larks,Jazz,UK,104,7,3,2022,2022-03-07,False
Fay,Grův,Pop,US,96,28,9,2021,2021-09-28,True
Cy,K.Low,HipHop,US,92,25,11,2021,2021-11-25,True
Eli,Vantablack,Rock,EU,161,2,10,2022,2022-10-02,False
Gus,Grův,Pop,JP,101,6,12,2021,2021-12-06,True
Ben,Echo Park,HipHop,US,97,14,12,2021,2021-12-14,True
Cy,Blue Ember,Jazz,EU,41,5,1,2023,2023-01-05,False
Gus,Vantablack,Rock,JP,115,29,6,2023,2023-06-29,False
Dee,Sol Fina,Pop,US,57,21,8,2021,2021-08-21,False
Hana,Sol Fina,Pop,US,126,2,5,2021,2021-05-02,True
Ada,Nova,Pop,EU,214,20,9,2021,2021-09-20,False
Fay,Blue Ember,Jazz,UK,187,25,9,2022,2022-09-25,False
Gus,The Larks,Jazz,US,115,17,11,2023,2023-11-17,True
Hana,Blue Ember,Jazz,EU,235,25,6,2021,2021-06-25,True
Ben,Blue Ember,Jazz,UK,236,16,2,2021,2021-02-16,True
Hana,K.Low,HipHop,JP,107,2,8,2022,2022-08-02,False
Dee,Riftwave,Rock,EU,184,22,12,2023,2023-12-22,True
Cy,Riftwave,Rock,EU,83,29,8,2022,2022-08-29,False
Cy,K.Low,HipHop,UK,211,10,10,2023,2023-10-10,False
Fay,The Larks,Jazz,US,90,5,12,2022,2022-12-05,True
Fay,Nova,Pop,UK,62,4,2,2021,2021-02-04,False
Dee,Blue Ember,Jazz,US,33,14,4,2022,2022-04-14,True
Ada,Nova,Pop,EU,203,24,4,2023,2023-04-24,True
Hana,Vantablack,Rock,US,72,12,7,2022,2022-07-12,False
Ben,Blue Ember,Jazz,UK,196,2,8,2021,2021-08-02,False
Ada,Echo Park,HipHop,US,21,18,7,2021,2021-07-18,False
Eli,Vantablack,Rock,US,121,28,12,2022,2022-12-28,False
Dee,Echo Park,HipHop,US,103,23,5,2022,2022-05-23,True
Eli,Sol Fina,Pop,UK,106,21,9,2022,2022-09-21,False
Hana,Marisol,Classical,EU,41,13,2,2022,2022-02-13,True
Ada,The Larks,Jazz,US,18,7,1,2022,2022-01-07,False
Cy,Marisol,Classical,EU,84,31,12,2022,2022-12-31,False
Eli,Grův,Pop,EU,113,9,1,2021,2021-01-09,True
Gus,Grův,Pop,US,191,22,4,2022,2022-04-22,False
Eli,Vantablack,Rock,EU,111,10,2,2022,2022-02-10,False
Dee,Sol Fina,Pop,UK,60,4,5,2023,2023-05-04,False
Eli,Blue Ember,Jazz,US,63,9,3,2023,2023-03-09,True
Hana,The Larks,Jazz,UK,147,12,4,2022,2022-04-12,True
Dee,Sol Fina,Pop,US,105,15,10,2021,2021-10-15,True
Hana,Grův,Pop,EU,217,16,9,2021,2021-09-16,True
Gus,Blue Ember,Jazz,JP,106,20,8,2021,2021-08-20,False
Cy,Echo Park,HipHop,EU,137,27,10,2021,2021-10-27,True
Ben,Marisol,Classical,UK,16,13,4,2023,2023-04-13,True
Gus,Riftwave,Rock,UK,47,19,2,2021,2021-02-19,False
Ben,Riftwave,Rock,JP,205,29,1,2021,2021-01-29,True
Cy,Vantablack,Rock,US,83,15,8,2022,2022-08-15,False
Ben,K.Low,HipHop,US,102,2,9,2021,2021-09-02,False
Eli,Riftwave,Rock,UK,142,29,6,2023,2023-06-29,True
Cy,Marisol,Classical,US,14,4,4,2023,2023-04-04,False
Fay,Sol Fina,Pop,US,122,23,4,2023,2023-04-23,True
Hana,K.Low,HipHop,US,84,16,5,2022,2022-05-16,False
Gus,Grův,Pop,UK,36,25,4,2022,2022-04-25,False
Hana,Echo Park,HipHop,US,101,12,4,2022,2022-04-12,False
Ada,Vantablack,Rock,US,108,3,8,2021,2021-08-03,False
Dee,Grův,Pop,US,45,14,9,2022,2022-09-14,False
Ben,Marisol,Classical,US,131,4,8,2023,2023-08-04,False
Hana,Riftwave,Rock,EU,180,9,10,2021,2021-10-09,True
Fay,Nova,Pop,US,65,4,3,2021,2021-03-04,True
Cy,Grův,Pop,EU,232,11,9,2022,2022-09-11,False
Eli,Grův,Pop,EU,147,14,3,2022,2022-03-14,False
Eli,Echo Park,HipHop,US,186,24,5,2023,2023-05-24,False
Dee,Riftwave,Rock,EU,17,27,7,2023,2023-07-27,False
Dee,Blue Ember,Jazz,EU,185,7,11,2023,2023-11-07,True
Ada,Nova,Pop,UK,81,7,3,2022,2022-03-07,True
Dee,Nova,Pop,US,171,15,9,2023,2023-09-15,False
Cy,Blue Ember,Jazz,US,194,10,5,2021,2021-05-10,True
Gus,Vantablack,Rock,JP,61,13,2,2022,2022-02-13,False
Gus,Nova,Pop,EU,63,19,10,2021,2021-10-19,False
Gus,Grův,Pop,JP,15,8,10,2023,2023-10-08,False
Ada,Marisol,Classical,JP,146,20,10,2022,2022-10-20,False
Gus,Blue Ember,Jazz,US,186,5,2,2022,2022-02-05,False
Dee,Vantablack,Rock,EU,99,16,6,2021,2021-06-16,False
Dee,Echo Park,HipHop,UK,39,8,5,2023,2023-05-08,True
Hana,K.Low,HipHop,EU,76,19,12,2022,2022-12-19,False
Gus,Nova,Pop,US,97,23,7,2023,2023-07-23,False
Ada,Nova,Pop,US,220,25,4,2022,2022-04-25,True
Cy,The Larks,Jazz,EU,30,14,6,2021,2021-06-14,False
Fay,Riftwave,Rock,EU,83,2,1,2022,2022-01-02,False
Eli,Sol Fina,Pop,UK,154,10,11,2022,2022-11-10,True
Cy,K.Low,HipHop,US,57,21,9,2021,2021-09-21,False
Eli,Echo Park,HipHop,US,213,19,3,2021,2021-03-19,False
Gus,Nova,Pop,JP,219,21,6,2023,2023-06-21,False
Ben,The Larks,Jazz,UK,92,4,8,2022,2022-08-04,True
Fay,Sol Fina,Pop,UK,180,11,3,2022,2022-03-11,False
Fay,Marisol,Classical,UK,182,29,8,2022,2022-08-29,False
Hana,Blue Ember,Jazz,UK,164,20,3,2023,2023-03-20,False
Cy,Grův,Pop,UK,45,2,1,2021,2021-01-02,True
Ben,K.Low,HipHop,UK,12,28,4,2022,2022-04-28,True
Eli,Marisol,Classical,EU,84,6,10,2021,2021-10-06,False
Eli,K.Low,HipHop,JP,32,11,4,2021,2021-04-11,False
Dee,Blue Ember,Jazz,JP,71,9,2,2021,2021-02-09,True
Gus,Marisol,Classical,UK,154,28,4,2022,2022-04-28,True
Gus,Riftwave,Rock,UK,142,19,8,2022,2022-08-19,False
Ben,Nova,Pop,EU,51,10,7,2022,2022-07-10,False
Gus,Blue Ember,Jazz,EU,5,8,5,2023,2023-05-08,False
Ben,Riftwave,Rock,UK,55,17,5,2022,2022-05-17,False
Dee,Marisol,Classical,EU,110,8,10,2022,2022-10-08,False
Ada,The Larks,Jazz,EU,187,13,6,2023,2023-06-13,False
Cy,Riftwave,Rock,EU,88,21,12,2022,2022-12-21,True
Hana,Nova,Pop,EU,69,25,9,2023,2023-09-25,False
Dee,Riftwave,Rock,US,133,31,8,2021,2021-08-31,True
Fay,Vantablack,Rock,UK,18,12,5,2023,2023-05-12,False
Ada,Blue Ember,Jazz,UK,55,2,2,2023,2023-02-02,True
Fay,Marisol,Classical,US,9,1,10,2022,2022-10-01,False
Cy,Nova,Pop,EU,127,5,1,2021,2021-01-05,False
Fay,K.Low,HipHop,UK,107,16,8,2022,2022-08-16,True
Hana,Marisol,Classical,US,140,30,7,2023,2023-07-30,False
Eli,Marisol,Classical,EU,149,7,12,2022,2022-12-07,True
Ada,Vantablack,Rock,EU,95,6,1,2021,2021-01-06,False
Dee,Echo Park,HipHop,EU,209,12,11,2021,2021-11-12,False
Ada,Marisol,Classical,US,221,16,9,2022,2022-09-16,True
Dee,The Larks,Jazz,EU,27,8,6,2023,2023-06-08,False
Ada,Vantablack,Rock,UK,221,3,5,2022,2022-05-03,False
Fay,Blue Ember,Jazz,UK,48,28,7,2023,2023-07-28,True
Cy,Blue Ember,Jazz,US,60,22,5,2023,2023-05-22,False
Ben,K.Low,HipHop,UK,128,20,10,2021,2021-10-20,False
Ada,Vantablack,Rock,EU,8,2,8,2021,2021-08-02,False
Hana,Blue Ember,Jazz,UK,88,16,9,2023,2023-09-16,True
Gus,Grův,Pop,UK,47,8,10,2022,2022-10-08,False
Gus,Marisol,Classical,EU,116,19,7,2023,2023-07-19,True
Ada,The Larks,Jazz,EU,196,7,10,2023,2023-10-07,False
Cy,Sol Fina,Pop,US,222,10,4,2022,2022-04-10,False
Hana,K.Low,HipHop,JP,51,20,2,2021,2021-02-20,False
Eli,Blue Ember,Jazz,EU,131,23,9,2023,2023-09-23,True
Ben,Echo Park,HipHop,JP,114,2,10,2022,2022-10-02,True
Ben,K.Low,HipHop,JP,100,12,5,2021,2021-05-12,False
Cy,Blue Ember,Jazz,JP,152,4,8,2022,2022-08-04,True
Hana,Grův,Pop,EU,238,31,1,2021,2021-01-31,False
Ben,Marisol,Classical,UK,98,14,11,2021,2021-11-14,False
Hana,Nova,Pop,US,16,16,1,2022,2022-01-16,False
Fay,Marisol,Classical,UK,220,13,5,2022,2022-05-13,True
Hana,Marisol,Classical,EU,224,12,9,2022,2022-09-12,True
Gus,The Larks,Jazz,UK,78,9,7,2023,2023-07-09,False
Cy,Echo Park,HipHop,EU,121,20,1,2022,2022-01-20,False
Gus,Riftwave,Rock,US,208,17,3,2023,2023-03-17,True
Ben,Riftwave,Rock,US,121,29,10,2023,2023-10-29,True
Cy,Sol Fina,Pop,UK,116,31,3,2023,2023-03-31,True
Ben,Nova,Pop,UK,222,6,10,2021,2021-10-06,False
Ben,K.Low,HipHop,US,199,13,1,2023,2023-01-13,True
Ada,Riftwave,Rock,US,122,4,11,2021,2021-11-04,True
Ben,Nova,Pop,EU,39,8,6,2022,2022-06-08,False
Ada,Grův,Pop,UK,106,27,11,2022,2022-11-27,True
Dee,Nova,Pop,US,163,18,11,2021,2021-11-18,True
Ada,Nova,Pop,US,66,5,1,2021,2021-01-05,False
Ada,Grův,Pop,UK,129,6,7,2023,2023-07-06,False
Hana,Riftwave,Rock,US,159,8,3,2023,2023-03-08,True
Ada,The Larks,Jazz,EU,21,15,5,2021,2021-05-15,False
Ada,Nova,Pop,EU,137,18,2,2022,2022-02-18,True
Ada,Riftwave,Rock,US,178,14,10,2021,2021-10-14,True
Ben,Riftwave,Rock,UK,52,7,12,2023,2023-12-07,False
Eli,Echo Park,HipHop,US,132,29,10,2023,2023-10-29,False
Gus,Sol Fina,Pop,US,171,28,1,2023,2023-01-28,False
Fay,Marisol,Classical,EU,11,28,4,2022,2022-04-28,False
Eli,Blue Ember,Jazz,UK,155,27,2,2021,2021-02-27,True
Ada,Nova,Pop,EU,63,28,9,2021,2021-09-28,False
Gus,Vantablack,Rock,US,96,12,4,2021,2021-04-12,False
Ada,Blue Ember,Jazz,US,156,15,5,2023,2023-05-15,True
Fay,Vantablack,Rock,UK,2,7,4,2021,2021-04-07,False
Dee,Sol Fina,Pop,UK,5,12,1,2023,2023-01-12,True
Hana,The Larks,Jazz,JP,108,10,11,2023,2023-11-10,False
Cy,Marisol,Classical,US,228,4,12,2021,2021-12-04,False
Fay,Nova,Pop,EU,2,20,1,2023,2023-01-20,True
Dee,Blue Ember,Jazz,EU,190,21,8,2023,2023-08-21,False
Eli,The Larks,Jazz,UK,18,14,4,2022,2022-04-14,True
Hana,Vantablack,Rock,US,118,7,5,2022,2022-05-07,False
Fay,Sol Fina,Pop,UK,104,8,8,2021,2021-08-08,True
Dee,Marisol,Classical,US,113,14,4,2022,2022-04-14,True
Dee,Riftwave,Rock,EU,20,15,8,2023,2023-08-15,True
Fay,The Larks,Jazz,UK,181,28,12,2022,2022-12-28,False
Cy,Echo Park,HipHop,JP,67,9,8,2021,2021-08-09,True
Ben,Grův,Pop,UK,186,31,7,2022,2022-07-31,False
Dee,The Larks,Jazz,UK,158,13,2,2023,2023-02-13,True
Ada,Blue Ember,Jazz,EU,133,26,3,2021,2021-03-26,False
Ben,Blue Ember,Jazz,UK,75,16,4,2023,2023-04-16,True
Dee,Blue Ember,Jazz,JP,157,9,8,2021,2021-08-09,True
Gus,Grův,Pop,US,240,19,11,2021,2021-11-19,False
Gus,Vantablack,Rock,JP,222,1,4,2022,2022-04-01,False
Cy,Marisol,Classical,EU,220,7,7,2022,2022-07-07,False
Dee,Grův,Pop,EU,53,1,10,2023,2023-10-01,False
Ben,Sol Fina,Pop,UK,141,2,9,2021,2021-09-02,False
Gus,Grův,Pop,EU,96,8,10,2021,2021-10-08,False
Ben,Grův,Pop,US,233,19,2,2022,2022-02-19,False
Gus,Nova,Pop,EU,229,28,7,2023,2023-07-28,False
Gus,K.Low,HipHop,US,209,23,11,2023,2023-11-23,False
Fay,Echo Park,HipHop,US,40,13,5,2022,2022-05-13,False
Cy,The Larks,Jazz,UK,77,29,1,2023,2023-01-29,False
Hana,Riftwave,Rock,US,171,2,10,2023,2023-10-02,False
Fay,K.Low,HipHop,US,180,17,7,2023,2023-07-17,False
Fay,Vantablack,Rock,EU,85,16,1,2023,2023-01-16,False
Gus,Echo Park,HipHop,US,33,15,8,2022,2022-08-15,False
Hana,Riftwave,Rock,EU,33,14,12,2023,2023-12-14,False
Ada,Sol Fina,Pop,US,165,19,9,2021,2021-09-19,False
Hana,Blue Ember,Jazz,EU,110,2,2,2022,2022-02-02,False
Gus,Blue Ember,Jazz,EU,118,20,2,2023,2023-02-20,False
Ben,Vantablack,Rock,UK,196,23,1,2021,2021-01-23,False
Cy,Marisol,Classical,EU,5,3,7,2022,2022-07-03,True
Gus,Sol Fina,Pop,JP,182,25,7,2023,2023-07-25,False
Ben,K.Low,HipHop,EU,66,13,7,2021,2021-07-13,True
Dee,The Larks,Jazz,US,224,30,5,2023,2023-05-30,True
Fay,Nova,Pop,UK,230,28,3,2022,2022-03-28,False
Fay,The Larks,Jazz,EU,121,1,8,2023,2023-08-01,False
Hana,Nova,Pop,US,76,27,11,2022,2022-11-27,False
Ada,Echo Park,HipHop,EU,56,22,6,2021,2021-06-22,True
Cy,K.Low,HipHop,US,44,17,3,2023,2023-03-17,False
Hana,K.Low,HipHop,EU,240,3,3,2021,2021-03-03,False
Eli,Nova,Pop,US,46,24,9,2021,2021-09-24,False
Ben,Echo Park,HipHop,US,108,31,8,2023,2023-08-31,False
Cy,Riftwave,Rock,JP,116,18,8,2023,2023-08-18,True
Cy,Sol Fina,Pop,EU,164,20,2,2021,2021-02-20,True
Eli,Echo Park,HipHop,EU,203,20,2,2022,2022-02-20,True
Cy,The Larks,Jazz,JP,134,14,4,2021,2021-04-14,True
Eli,Echo Park,HipHop,UK,182,24,10,2021,2021-10-24,True
Dee,K.Low,HipHop,US,137,26,11,2023,2023-11-26,True
Eli,Echo Park,HipHop,US,105,2,8,2021,2021-08-02,True
Ben,The Larks,Jazz,UK,38,4,12,2022,2022-12-04,True
Eli,K.Low,HipHop,US,51,31,5,2023,2023-05-31,True
Hana,Riftwave,Rock,JP,104,23,8,2023,2023-08-23,False
Ben,The Larks,Jazz,US,12,23,1,2022,2022-01-23,True
Cy,Riftwave,Rock,US,76,3,2,2023,2023-02-03,False
Fay,Vantablack,Rock,US,112,14,6,2022,2022-06-14,True
Eli,Blue Ember,Jazz,US,114,28,4,2021,2021-04-28,True
Fay,Riftwave,Rock,US,196,1,9,2021,2021-09-01,True
Eli,Echo Park,HipHop,EU,233,31,3,2023,2023-03-31,False
Fay,Riftwave,Rock,US,176,22,1,2023,2023-01-22,True
Eli,Sol Fina,Pop,UK,20,25,7,2022,2022-07-25,False
Ada,Sol Fina,Pop,EU,99,6,5,2023,2023-05-06,True
Gus,Nova,Pop,UK,176,27,1,2023,2023-01-27,False
Dee,Riftwave,Rock,EU,143,7,1,2022,2022-01-07,True
Ada,Echo Park,HipHop,US,110,18,11,2021,2021-11-18,True
Dee,Vantablack,Rock,US,105,1,11,2023,2023-11-01,False
Dee,Riftwave,Rock,US,98,1,12,2023,2023-12-01,True
