station,city,region,temp,humidity,day,month,year,date,rained
WX01,Denver,West,21,76,6,1,2022,2022-01-06,False
WX07,Chicago,North,44,75,22,4,2022,2022-04-22,False
WX07,Chicago,North,21,83,12,2,2022,2022-02-12,False
WX05,Boston,East,30,90,23,11,2022,2022-11-23,False
WX05,Boston,East,33,89,6,2,2022,2022-02-06,False
WX03,Austin,South,68,25,16,5,2022,2022-05-16,False
WX02,Seattle,West,41,25,3,11,2022,2022-11-03,True
WX01,Denver,West,72,28,22,6,2023,2023-06-22,False
WX06,Newark,East,74,67,8,5,2023,2023-05-08,True
WX01,Denver,West,15,62,12,2,2022,2022-02-12,False
WX01,Denver,West,52,88,22,10,2023,2023-10-22,False
WX07,Chicago,North,42,86,6,2,2023,2023-02-06,False
WX05,Boston,East,80,84,12,9,2022,2022-09-12,True
WX04,Miami,South,54,17,7,10,2022,2022-10-07,False
WX02,Seattle,West,98,73,12,9,2023,2023-09-12,True
WX02,Seattle,West,17,87,6,12,2022,2022-12-06,True
WX04,Miami,South,95,99,29,6,2022,2022-06-29,False
WX03,Austin,South,25,41,7,11,2022,2022-11-07,False
WX05,Boston,East,23,80,19,2,2022,2022-02-19,False
WX02,Seattle,West,44,46,22,4,2022,2022-04-22,False
WX02,Seattle,West,87,24,18,8,2022,2022-08-18,False
WX01,Denver,West,86,40,10,6,2022,2022-06-10,False
WX04,Miami,South,70,32,12,9,2022,2022-09-12,False
WX03,Austin,South,33,92,17,2,2022,2022-02-17,False
WX02,Seattle,West,33,25,22,3,2023,2023-03-22,True
WX05,Boston,East,40,21,26,3,2022,2022-03-26,False
WX04,Miami,South,92,62,8,6,2022,2022-06-08,False
WX02,Seattle,West,13,62,15,12,2023,2023-12-15,True
WX06,Newark,East,14,61,5,1,2022,2022-01-05,True
WX03,Austin,South,90,23,24,7,2022,2022-07-24,True
WX03,Austin,South,25,55,1,1,2023,2023-01-01,False
WX04,Miami,South,97,94,13,8,2022,2022-08-13,False
WX02,Seattle,West,84,18,22,8,2022,2022-08-22,False
WX04,Miami,South,52,82,3,4,2022,2022-04-03,False
WX05,Boston,East,31,21,6,11,2022,2022-11-06,False
WX02,Seattle,West,93,31,6,7,2023,2023-07-06,True
WX05,Boston,East,35,91,6,3,2023,2023-03-06,False
WX01,Denver,West,35,37,6,11,2023,2023-11-06,False
WX05,Boston,East,72,57,26,5,2023,2023-05-26,True
WX01,Denver,West,94,44,31,7,2023,2023-07-31,True
WX02,Seattle,West,33,65,12,11,2022,2022-11-12,False
WX03,Austin,South,31,46,24,3,2023,2023-03-24,False
WX05,Boston,East,28,50,27,2,2023,2023-02-27,False
WX06,Newark,East,61,84,17,8,2023,2023-08-17,True
WX04,Miami,South,15,60,1,1,2023,2023-01-01,True
WX02,Seattle,West,46,61,23,10,2022,2022-10-23,True
WX04,Miami,South,34,83,21,2,2022,2022-02-21,False
WX07,Chicago,North,69,48,20,9,2023,2023-09-20,False
WX01,Denver,West,33,84,14,11,2022,2022-11-14,False
WX06,Newark,East,85,75,6,8,2023,2023-08-06,False
WX04,Miami,South,68,90,11,5,2023,2023-05-11,True
WX01,Denver,West,17,51,2,1,2022,2022-01-02,False
WX06,Newark,East,56,60,21,4,2023,2023-04-21,False
WX01,Denver,West,21,21,23,12,2022,2022-12-23,False
WX03,Austin,South,82,20,25,6,2022,2022-06-25,False
WX02,Seattle,West,82,19,13,7,2022,2022-07-13,True
WX05,Boston,East,46,67,11,4,2023,2023-04-11,False
WX01,Denver,West,38,39,4,3,2022,2022-03-04,False
WX01,Denver,West,40,36,19,3,2023,2023-03-19,True
WX05,Boston,East,61,64,10,9,2023,2023-09-10,False
WX08,Fargo,North,44,46,5,3,2022,2022-03-05,False
WX01,Denver,West,26,22,6,1,2022,2022-01-06,True
WX04,Miami,South,32,60,14,2,2022,2022-02-14,False
WX07,Chicago,North,88,60,18,6,2023,2023-06-18,False
WX03,Austin,South,78,22,11,9,2023,2023-09-11,False
WX04,Miami,South,42,34,23,12,2023,2023-12-23,False
WX07,Chicago,North,18,31,22,1,2022,2022-01-22,True
WX06,Newark,East,16,73,18,12,2022,2022-12-18,False
WX03,Austin,South,12,32,5,2,2022,2022-02-05,False
WX07,Chicago,North,87,12,29,9,2022,2022-09-29,True
WX06,Newark,East,99,34,13,8,2022,2022-08-13,False
WX05,Boston,East,30,52,19,3,2023,2023-03-19,False
WX04,Miami,South,49,80,26,10,2023,2023-10-26,True
WX08,Fargo,North,83,14,11,8,2023,2023-08-11,False
WX07,Chicago,North,34,90,16,2,2022,2022-02-16,False
WX08,Fargo,North,75,40,25,6,2022,2022-06-25,False
WX06,Newark,East,74,41,20,7,2022,2022-07-20,False
WX03,Austin,South,107,11,3,7,2022,2022-07-03,False
WX01,Denver,West,75,35,15,9,2022,2022-09-15,False
WX02,Seattle,West,41,52,20,3,2023,2023-03-20,True
WX08,Fargo,North,84,66,24,6,2023,2023-06-24,False
WX03,Austin,South,41,79,18,11,2023,2023-11-18,False
WX01,Denver,West,60,57,29,5,2023,2023-05-29,False
WX02,Seattle,West,79,19,6,8,2022,2022-08-06,False
WX01,Denver,West,73,45,15,5,2022,2022-05-15,False
WX05,Boston,East,37,76,3,10,2022,2022-10-03,False
WX05,Boston,East,83,68,7,8,2023,2023-08-07,False
WX04,Miami,South,22,63,27,12,2023,2023-12-27,False
WX06,Newark,East,53,56,14,10,2022,2022-10-14,False
WX04,Miami,South,68,55,9,5,2022,2022-05-09,True
WX08,Fargo,North,12,100,4,1,2022,2022-01-04,True
WX07,Chicago,North,10,64,26,2,2022,2022-02-26,False
WX01,Denver,West,56,64,10,4,2023,2023-04-10,False
WX03,Austin,South,35,40,7,3,2023,2023-03-07,False
WX07,Chicago,North,44,54,15,4,2023,2023-04-15,True
WX05,Boston,East,21,74,18,1,2022,2022-01-18,False
WX07,Chicago,North,35,88,15,11,2022,2022-11-15,False
WX03,Austin,South,69,80,12,5,2022,2022-05-12,False
WX01,Denver,West,55,70,3,9,2022,2022-09-03,False
WX07,Chicago,North,43,80,31,3,2023,2023-03-31,False
WX07,Chicago,North,80,12,21,7,2022,2022-07-21,True
WX06,Newark,East,56,34,27,4,2023,2023-04-27,True
WX04,Miami,South,84,32,31,7,2022,2022-07-31,True
WX01,Denver,West,17,69,8,1,2023,2023-01-08,True
WX06,Newark,East,34,78,2,12,2022,2022-12-02,False
WX06,Newark,East,59,23,8,10,2022,2022-10-08,True
WX06,Newark,East,64,27,3,4,2022,2022-04-03,False
WX02,Seattle,West,27,55,25,2,2023,2023-02-25,False
WX06,Newark,East,28,98,24,12,2023,2023-12-24,False
WX06,Newark,East,41,10,15,4,2023,2023-04-15,False
WX07,Chicago,North,83,90,29,6,2023,2023-06-29,False
WX05,Boston,East,84,27,10,8,2023,2023-08-10,False
WX06,Newark,East,30,34,28,1,2022,2022-01-28,False
WX04,Miami,South,81,67,2,8,2023,2023-08-02,False
WX06,Newark,East,87,76,27,6,2022,2022-06-27,False
WX06,Newark,East,74,89,1,5,2023,2023-05-01,False
WX07,Chicago,North,34,10,20,12,2023,2023-12-20,True
WX07,Chicago,North,54,14,15,10,2023,2023-10-15,False
WX01,Denver,West,62,53,30,10,2022,2022-10-30,False
WX07,Chicago,North,59,60,4,9,2023,2023-09-04,True
WX07,Chicago,North,25,33,28,3,2023,2023-03-28,True
WX05,Boston,East,37,67,8,4,2022,2022-04-08,True
WX05,Boston,East,92,34,25,6,2022,2022-06-25,True
WX06,Newark,East,43,94,30,11,2023,2023-11-30,True
WX04,Miami,South,62,26,31,10,2023,2023-10-31,False
WX04,Miami,South,50,69,13,10,2023,2023-10-13,False
WX07,Chicago,North,50,58,8,10,2022,2022-10-08,False
WX07,Chicago,North,84,19,23,8,2022,2022-08-23,False
WX02,Seattle,West,97,65,12,8,2023,2023-08-12,True
WX07,Chicago,North,34,23,15,1,2022,2022-01-15,False
WX03,Austin,South,61,59,18,10,2023,2023-10-18,True
WX02,Seattle,West,40,67,17,3,2023,2023-03-17,False
WX08,Fargo,North,66,16,7,4,2023,2023-04-07,False
WX02,Seattle,West,35,29,17,11,2022,2022-11-17,False
WX02,Seattle,West,22,36,16,12,2023,2023-12-16,False
WX03,Austin,South,89,94,2,7,2023,2023-07-02,False
WX04,Miami,South,17,30,9,2,2022,2022-02-09,False
WX02,Seattle,West,19,93,18,1,2023,2023-01-18,False
WX02,Seattle,West,64,58,20,9,2023,2023-09-20,False
WX04,Miami,South,33,96,25,2,2022,2022-02-25,True
WX02,Seattle,West,90,85,22,6,2023,2023-06-22,True
WX02,Seattle,West,97,36,28,6,2022,2022-06-28,False
WX08,Fargo,North,7,60,5,1,2023,2023-01-05,False
WX05,Boston,East,70,75,7,10,2023,2023-10-07,False
WX01,Denver,West,12,17,26,12,2022,2022-12-26,True
WX01,Denver,West,10,70,28,1,2022,2022-01-28,True
WX07,Chicago,North,15,51,16,1,2022,2022-01-16,False
WX03,Austin,South,96,13,22,6,2023,2023-06-22,True
WX02,Seattle,West,39,88,11,11,2023,2023-11-11,False
WX06,Newark,East,83,34,2,8,2022,2022-08-02,True
WX07,Chicago,North,31,89,14,11,2023,2023-11-14,True
WX04,Miami,South,26,28,27,11,2022,2022-11-27,True
WX06,Newark,East,34,59,12,2,2022,2022-02-12,False
WX04,Miami,South,26,43,23,1,2023,2023-01-23,False
WX01,Denver,West,36,91,12,12,2023,2023-12-12,False
WX07,Chicago,North,93,96,2,7,2022,2022-07-02,False
WX08,Fargo,North,4,80,3,12,2023,2023-12-03,False
WX08,Fargo,North,45,86,21,4,2023,2023-04-21,False
WX01,Denver,West,59,79,17,10,2022,2022-10-17,False
WX05,Boston,East,70,36,22,5,2023,2023-05-22,True
WX05,Boston,East,51,93,20,10,2022,2022-10-20,False
WX01,Denver,West,29,58,4,3,2022,2022-03-04,False
WX08,Fargo,North,80,41,28,9,2023,2023-09-28,False
WX01,Denver,West,76,27,30,9,2022,2022-09-30,False
WX03,Austin,South,29,74,18,2,2023,2023-02-18,False
WX08,Fargo,North,80,35,28,6,2023,2023-06-28,False
WX05,Boston,East,39,69,2,3,2022,2022-03-02,True
WX06,Newark,East,75,15,11,6,2023,2023-06-11,False
WX04,Miami,South,71,67,24,9,2022,2022-09-24,True
WX07,Chicago,North,4,68,2,2,2023,2023-02-02,True
WX01,Denver,West,25,57,30,11,2022,2022-11-30,False
WX06,Newark,East,87,69,22,7,2023,2023-07-22,False
WX01,Denver,West,92,100,17,5,2022,2022-05-17,False
WX02,Seattle,West,23,86,20,3,2022,2022-03-20,False
WX05,Boston,East,45,49,27,10,2022,2022-10-27,False
WX04,Miami,South,39,89,28,3,2022,2022-03-28,False
WX02,Seattle,West,99,96,27,6,2022,2022-06-27,False
WX07,Chicago,North,57,24,25,4,2023,2023-04-25,False
WX03,Austin,South,91,42,21,8,2023,2023-08-21,True
WX07,Chicago,North,70,77,22,5,2023,2023-05-22,False
WX01,Denver,West,81,56,20,8,2022,2022-08-20,False
WX02,Seattle,West,86,22,18,8,2023,2023-08-18,False
WX03,Austin,South,50,52,24,10,2022,2022-10-24,True
WX05,Boston,East,78,44,13,5,2022,2022-05-13,False
WX04,Miami,South,77,77,7,7,2023,2023-07-07,False
WX02,Seattle,West,27,56,13,1,2023,2023-01-13,True
WX05,Boston,East,73,22,28,9,2022,2022-09-28,False
WX08,Fargo,North,53,14,28,4,2023,2023-04-28,True
WX02,Seattle,West,72,36,14,6,2023,2023-06-14,False
WX03,Austin,South,77,24,13,6,2022,2022-06-13,False
WX04,Miami,South,47,89,27,3,2022,2022-03-27,False
WX06,Newark,East,18,34,13,1,2023,2023-01-13,True
WX02,Seattle,West,27,67,7,2,2022,2022-02-07,False
WX02,Seattle,West,48,21,12,4,2023,2023-04-12,False
WX02,Seattle,West,37,50,18,11,2022,2022-11-18,False
WX05,Boston,East,74,95,6,6,2022,2022-06-06,False
WX01,Denver,West,38,68,13,3,2023,2023-03-13,False
WX06,Newark,East,58,36,2,10,2022,2022-10-02,True
WX04,Miami,South,58,78,11,10,2022,2022-10-11,False
WX03,Austin,South,78,55,7,6,2022,2022-06-07,False
WX07,Chicago,North,70,31,9,5,2023,2023-05-09,False
WX07,Chicago,North,59,100,22,10,2023,2023-10-22,False
WX07,Chicago,North,36,95,28,3,2023,2023-03-28,True
WX08,Fargo,North,83,61,22,6,2022,2022-06-22,True
WX02,Seattle,West,88,13,1,9,2023,2023-09-01,False
WX07,Chicago,North,30,47,30,3,2022,2022-03-30,False
WX02,Seattle,West,99,56,31,7,2022,2022-07-31,True
WX03,Austin,South,11,94,26,1,2022,2022-01-26,False
WX05,Boston,East,78,76,12,9,2023,2023-09-12,False
WX06,Newark,East,30,30,2,2,2022,2022-02-02,False
WX05,Boston,East,21,56,3,2,2023,2023-02-03,False
WX05,Boston,East,63,26,20,5,2022,2022-05-20,False
WX04,Miami,South,70,53,4,6,2022,2022-06-04,False
WX05,Boston,East,33,58,20,3,2023,2023-03-20,False
WX04,Miami,South,90,56,10,8,2023,2023-08-10,False
WX04,Miami,South,11,48,13,1,2022,2022-01-13,False
WX05,Boston,East,56,49,26,4,2022,2022-04-26,True
WX05,Boston,East,78,82,29,7,2022,2022-07-29,False
WX03,Austin,South,36,56,20,11,2023,2023-11-20,True
WX02,Seattle,West,16,13,12,2,2022,2022-02-12,False
WX03,Austin,South,72,77,11,5,2022,2022-05-11,False
WX04,Miami,South,51,66,22,10,2022,2022-10-22,False
WX02,Seattle,West,76,73,26,8,2022,2022-08-26,False
WX02,Seattle,West,19,74,5,2,2022,2022-02-05,True
WX08,Fargo,North,13,25,30,1,2023,2023-01-30,False
WX03,Austin,South,27,98,20,3,2023,2023-03-20,False
WX06,Newark,East,81,100,10,5,2022,2022-05-10,True
WX02,Seattle,West,70,23,18,5,2023,2023-05-18,True
WX08,Fargo,North,7,29,11,2,2022,2022-02-11,False
WX02,Seattle,West,80,32,18,6,2023,2023-06-18,False
WX04,Miami,South,97,97,9,7,2022,2022-07-09,False
WX07,Chicago,North,79,94,13,6,2022,2022-06-13,True
WX02,Seattle,West,84,34,24,5,2022,2022-05-24,False
WX05,Boston,East,66,67,27,9,2023,2023-09-27,False
WX07,Chicago,North,24,32,2,1,2023,2023-01-02,False
WX01,Denver,West,81,13,19,5,2023,2023-05-19,False
WX01,Denver,West,76,30,29,5,2022,2022-05-29,True
WX07,Chicago,North,14,17,11,2,2022,2022-02-11,False
WX03,Austin,South,12,87,28,1,2022,2022-01-28,True
WX08,Fargo,North,47,81,18,11,2022,2022-11-18,False
WX08,Fargo,North,79,26,27,8,2022,2022-08-27,True
WX08,Fargo,North,98,61,15,7,2023,2023-07-15,True
WX08,Fargo,North,87,28,30,7,2023,2023-07-30,False
WX07,Chicago,North,86,61,15,8,2022,2022-08-15,True
WX04,Miami,South,26,91,13,11,2022,2022-11-13,False
WX08,Fargo,North,50,90,6,10,2022,2022-10-06,False
WX03,Austin,South,65,85,8,5,2023,2023-05-08,False
WX05,Boston,East,57,31,5,4,2023,2023-04-05,True
WX01,Denver,West,56,27,21,4,2023,2023-04-21,False
WX08,Fargo,North,28,24,10,2,2022,2022-02-10,False
WX05,Boston,East,69,21,4,9,2022,2022-09-04,True
WX08,Fargo,North,17,65,7,12,2023,2023-12-07,False
WX03,Austin,South,74,69,7,9,2022,2022-09-07,False
WX03,Austin,South,64,90,8,5,2022,2022-05-08,False
WX05,Boston,East,81,18,26,5,2022,2022-05-26,False
WX07,Chicago,North,19,34,20,1,2022,2022-01-20,False
WX05,Boston,East,87,76,24,7,2023,2023-07-24,False
WX07,Chicago,North,24,71,4,1,2022,2022-01-04,False
WX02,Seattle,West,37,48,12,3,2023,2023-03-12,True
WX07,Chicago,North,42,23,19,10,2022,2022-10-19,False
WX06,Newark,East,29,54,11,3,2022,2022-03-11,False
WX08,Fargo,North,63,25,8,10,2023,2023-10-08,False
WX01,Denver,West,86,58,26,6,2023,2023-06-26,False
WX04,Miami,South,72,92,22,8,2023,2023-08-22,True
WX01,Denver,West,40,27,15,11,2023,2023-11-15,False
WX04,Miami,South,51,20,28,10,2023,2023-10-28,True
WX07,Chicago,North,66,77,27,5,2023,2023-05-27,False
WX06,Newark,East,11,12,25,1,2023,2023-01-25,False
WX07,Chicago,North,80,99,24,5,2023,2023-05-24,True
WX06,Newark,East,22,80,24,11,2022,2022-11-24,False
WX08,Fargo,North,66,46,13,5,2022,2022-05-13,False
WX08,Fargo,North,56,42,9,10,2022,2022-10-09,False
WX05,Boston,East,37,45,7,12,2022,2022-12-07,False
WX08,Fargo,North,29,46,3,2,2022,2022-02-03,False
WX01,Denver,West,66,86,11,9,2023,2023-09-11,False
WX06,Newark,East,67,82,26,10,2023,2023-10-26,True
WX05,Boston,East,27,28,3,11,2022,2022-11-03,True
WX08,Fargo,North,27,26,29,12,2022,2022-12-29,True
WX05,Boston,East,76,59,6,9,2023,2023-09-06,False
WX02,Seattle,West,30,69,29,11,2022,2022-11-29,False
WX06,Newark,East,78,76,18,5,2023,2023-05-18,False
WX08,Fargo,North,16,38,12,1,2023,2023-01-12,False
WX01,Denver,West,96,53,17,7,2022,2022-07-17,True
WX01,Denver,West,71,19,3,8,2023,2023-08-03,False
WX06,Newark,East,75,51,21,5,2022,2022-05-21,False
WX05,Boston,East,82,72,13,6,2022,2022-06-13,True
WX05,Boston,East,82,37,20,5,2023,2023-05-20,False
WX01,Denver,West,85,38,3,6,2023,2023-06-03,True
WX05,Boston,East,47,52,28,11,2023,2023-11-28,False
WX05,Boston,East,89,88,3,6,2023,2023-06-03,False
WX07,Chicago,North,19,64,19,1,2022,2022-01-19,True
WX04,Miami,South,79,93,13,9,2023,2023-09-13,False
WX03,Austin,South,61,15,30,10,2022,2022-10-30,False
WX01,Denver,West,24,87,7,1,2022,2022-01-07,True
WX05,Boston,East,6,13,27,2,2023,2023-02-27,False
WX06,Newark,East,65,39,5,5,2022,2022-05-05,False
WX03,Austin,South,66,48,31,10,2022,2022-10-31,True
WX06,Newark,East,15,31,10,12,2022,2022-12-10,False
WX08,Fargo,North,32,100,24,2,2022,2022-02-24,False
WX02,Seattle,West,78,91,13,9,2023,2023-09-13,True
WX05,Boston,East,14,61,8,1,2023,2023-01-08,False
WX06,Newark,East,9,51,6,12,2023,2023-12-06,False
WX01,Denver,West,20,79,6,12,2022,2022-12-06,False
WX02,Seattle,West,54,74,11,3,2023,2023-03-11,True
WX04,Miami,South,78,53,17,8,2023,2023-08-17,True
WX02,Seattle,West,79,85,4,6,2022,2022-06-04,False
WX03,Austin,South,47,27,26,10,2023,2023-10-26,False
WX02,Seattle,West,82,35,15,5,2022,2022-05-15,True
WX08,Fargo,North,23,11,29,12,2023,2023-12-29,False
WX05,Boston,East,50,20,12,4,2023,2023-04-12,False
WX03,Austin,South,31,28,14,1,2023,2023-01-14,False
WX07,Chicago,North,90,66,3,6,2022,2022-06-03,False
WX01,Denver,West,17,87,20,2,2023,2023-02-20,False
WX05,Boston,East,15,63,8,2,2023,2023-02-08,False
WX06,Newark,East,34,50,20,12,2023,2023-12-20,False
WX07,Chicago,North,73,34,2,9,2023,2023-09-02,False
WX02,Seattle,West,12,19,19,12,2022,2022-12-19,False
WX05,Boston,East,41,63,12,10,2022,2022-10-12,False
WX07,Chicago,North,46,22,10,10,2022,2022-10-10,False
WX07,Chicago,North,45,81,4,10,2022,2022-10-04,False
WX02,Seattle,West,4,47,10,1,2022,2022-01-10,False
WX08,Fargo,North,11,41,27,1,2022,2022-01-27,False
WX03,Austin,South,83,12,3,7,2023,2023-07-03,True
WX04,Miami,South,86,32,5,7,2022,2022-07-05,True
WX02,Seattle,West,69,11,28,10,2022,2022-10-28,False
WX02,Seattle,West,70,75,25,5,2023,2023-05-25,False
WX03,Austin,South,36,54,20,3,2023,2023-03-20,False
WX02,Seattle,West,77,81,21,9,2022,2022-09-21,False
WX06,Newark,East,88,61,4,7,2023,2023-07-04,True
WX05,Boston,East,58,96,26,4,2022,2022-04-26,False
WX04,Miami,South,27,81,12,12,2022,2022-12-12,True
WX05,Boston,East,38,23,19,3,2022,2022-03-19,False
WX05,Boston,East,42,20,24,1,2023,2023-01-24,False
WX02,Seattle,West,45,90,11,3,2022,2022-03-11,False
WX03,Austin,South,29,34,19,11,2023,2023-11-19,False
WX08,Fargo,North,58,79,27,4,2023,2023-04-27,True
WX01,Denver,West,79,67,29,6,2022,2022-06-29,True
WX08,Fargo,North,41,73,24,3,2023,2023-03-24,False
WX08,Fargo,North,61,34,13,9,2022,2022-09-13,True
WX03,Austin,South,11,38,14,1,2023,2023-01-14,False
WX03,Austin,South,75,60,3,5,2022,2022-05-03,True
WX02,Seattle,West,28,12,1,1,2023,2023-01-01,False
WX05,Boston,East,42,38,19,3,2022,2022-03-19,True
WX02,Seattle,West,62,56,22,4,2022,2022-04-22,False
WX07,Chicago,North,40,28,3,3,2023,2023-03-03,False
WX04,Miami,South,21,36,1,1,2023,2023-01-01,True
WX08,Fargo,North,81,99,3,8,2022,2022-08-03,False
WX07,Chicago,North,31,36,13,2,2022,2022-02-13,True
WX04,Miami,South,46,92,6,11,2022,2022-11-06,False
WX05,Boston,East,37,94,7,11,2023,2023-11-07,True
WX01,Denver,West,84,71,1,6,2023,2023-06-01,False
WX01,Denver,West,37,23,12,2,2022,2022-02-12,True
WX05,Boston,East,37,28,16,11,2023,2023-11-16,False
WX04,Miami,South,38,95,6,11,2022,2022-11-06,False
WX04,Miami,South,29,10,25,2,2023,2023-02-25,False
WX01,Denver,West,19,55,1,1,2022,2022-01-01,False
WX07,Chicago,North,79,64,15,8,2022,2022-08-15,True
WX04,Miami,South,93,86,28,7,2023,2023-07-28,False
WX04,Miami,South,85,91,30,8,2022,2022-08-30,False
WX04,Miami,South,87,35,2,5,2022,2022-05-02,False
WX04,Miami,South,44,55,8,3,2022,2022-03-08,False
WX06,Newark,East,33,67,7,11,2023,2023-11-07,False
WX07,Chicago,North,91,97,17,8,2023,2023-08-17,False
WX05,Boston,East,27,60,2,2,2022,2022-02-02,False
WX02,Seattle,West,48,21,7,11,2023,2023-11-07,False
WX07,Chicago,North,81,94,23,8,2023,2023-08-23,False
WX03,Austin,South,74,56,20,9,2022,2022-09-20,False
WX01,Denver,West,54,26,25,4,2023,2023-04-25,False
WX01,Denver,West,90,27,8,7,2022,2022-07-08,False
WX07,Chicago,North,83,28,2,7,2022,2022-07-02,True
WX04,Miami,South,90,75,6,6,2023,2023-06-06,False
WX01,Denver,West,76,96,28,5,2022,2022-05-28,False
WX07,Chicago,North,83,50,17,9,2022,2022-09-17,True
WX03,Austin,South,72,18,19,9,2022,2022-09-19,False
WX08,Fargo,North,52,90,20,4,2022,2022-04-20,True
WX08,Fargo,North,92,67,28,8,2023,2023-08-28,True
WX01,Denver,West,66,61,7,5,2023,2023-05-07,False
WX06,Newark,East,81,15,22,9,2023,2023-09-22,False
WX05,Boston,East,29,98,18,1,2023,2023-01-18,False
WX02,Seattle,West,83,17,8,5,2022,2022-05-08,True
WX03,Austin,South,93,65,24,7,2022,2022-07-24,False
WX04,Miami,South,69,64,16,9,2022,2022-09-16,True
WX02,Seattle,West,38,56,19,11,2023,2023-11-19,False
WX06,Newark,East,88,60,23,6,2022,2022-06-23,True
WX03,Austin,South,68,46,21,5,2023,2023-05-21,False
WX08,Fargo,North,48,62,31,3,2022,2022-03-31,True
WX07,Chicago,North,42,43,29,11,2023,2023-11-29,True
WX06,Newark,East,48,53,17,4,2023,2023-04-17,False
WX01,Denver,West,53,71,11,11,2022,2022-11-11,False
WX01,Denver,West,73,77,10,9,2022,2022-09-10,False
WX02,Seattle,West,64,23,16,9,2022,2022-09-16,False
WX04,Miami,South,79,100,14,6,2022,2022-06-14,False
WX07,Chicago,North,49,18,14,3,2023,2023-03-14,True
WX02,Seattle,West,87,35,25,9,2023,2023-09-25,False
WX06,Newark,East,93,41,26,6,2022,2022-06-26,False
WX01,Denver,West,101,39,1,7,2023,2023-07-01,False
WX03,Austin,South,34,42,18,2,2023,2023-02-18,False
WX05,Boston,East,94,39,19,7,2023,2023-07-19,False
WX07,Chicago,North,93,49,16,7,2023,2023-07-16,False
WX07,Chicago,North,24,79,29,1,2022,2022-01-29,True
WX05,Boston,East,26,85,16,1,2022,2022-01-16,False
WX01,Denver,West,49,41,31,10,2023,2023-10-31,False
WX03,Austin,South,61,33,24,4,2022,2022-04-24,False
WX07,Chicago,North,36,71,24,2,2023,2023-02-24,False
WX01,Denver,West,88,15,4,7,2023,2023-07-04,False
WX06,Newark,East,17,50,3,1,2023,2023-01-03,True
WX06,Newark,East,24,30,5,1,2022,2022-01-05,False
WX07,Chicago,North,15,65,8,1,2022,2022-01-08,False
WX02,Seattle,West,62,17,4,5,2023,2023-05-04,False
WX02,Seattle,West,64,85,18,10,2023,2023-10-18,False
WX02,Seattle,West,69,34,8,9,2022,2022-09-08,False
WX04,Miami,South,25,56,2,2,2023,2023-02-02,True
WX05,Boston,East,33,62,13,11,2023,2023-11-13,True
WX01,Denver,West,96,53,26,8,2023,2023-08-26,False
WX05,Boston,East,27,50,30,1,2023,2023-01-30,False
WX02,Seattle,West,53,34,24,4,2023,2023-04-24,False
WX05,Boston,East,15,80,3,12,2023,2023-12-03,True
WX03,Austin,South,83,56,5,8,2023,2023-08-05,True
WX08,Fargo,North,60,29,31,10,2022,2022-10-31,True
WX03,Austin,South,74,33,21,5,2023,2023-05-21,False
WX07,Chicago,North,86,49,29,8,2022,2022-08-29,True
WX02,Seattle,West,39,86,4,11,2023,2023-11-04,True
WX01,Denver,West,44,97,10,3,2022,2022-03-10,False
WX02,Seattle,West,85,45,14,6,2022,2022-06-14,False
WX04,Miami,South,76,45,10,9,2022,2022-09-10,False
WX08,Fargo,North,65,21,28,5,2022,2022-05-28,True
WX02,Seattle,West,58,59,11,3,2023,2023-03-11,False
WX07,Chicago,North,83,31,5,6,2023,2023-06-05,False
WX06,Newark,East,57,84,13,10,2023,2023-10-13,False
WX03,Austin,South,25,58,2,1,2023,2023-01-02,True
WX03,Austin,South,34,30,30,3,2023,2023-03-30,True
WX08,Fargo,North,38,93,14,3,2023,2023-03-14,False
WX06,Newark,East,20,84,3,1,2022,2022-01-03,True
WX02,Seattle,West,78,37,2,6,2023,2023-06-02,False
WX08,Fargo,North,24,20,17,1,2022,2022-01-17,False
WX04,Miami,South,11,34,4,2,2023,2023-02-04,True
WX01,Denver,West,39,44,31,12,2023,2023-12-31,True
WX07,Chicago,North,96,46,30,7,2023,2023-07-30,True
WX07,Chicago,North,25,84,5,1,2023,2023-01-05,False
WX04,Miami,South,71,98,21,8,2022,2022-08-21,True
WX06,Newark,East,66,78,4,9,2023,2023-09-04,False
WX02,Seattle,West,84,86,20,9,2023,2023-09-20,True
WX07,Chicago,North,106,21,26,9,2022,2022-09-26,False
WX03,Austin,South,47,23,20,3,2022,2022-03-20,False
WX03,Austin,South,46,92,2,3,2023,2023-03-02,False
WX05,Boston,East,59,65,8,4,2023,2023-04-08,False
WX03,Austin,South,31,31,13,11,2023,2023-11-13,False
WX05,Boston,East,63,82,12,10,2023,2023-10-12,False
WX06,Newark,East,77,25,17,6,2022,2022-06-17,False
WX04,Miami,South,80,79,4,7,2022,2022-07-04,False
WX07,Chicago,North,15,90,29,12,2023,2023-12-29,True
WX04,Miami,South,93,54,27,8,2022,2022-08-27,False
WX08,Fargo,North,24,69,1,12,2022,2022-12-01,True
WX03,Austin,South,86,76,11,8,2022,2022-08-11,False
WX06,Newark,East,55,90,15,10,2022,2022-10-15,True
WX05,Boston,East,16,63,16,2,2023,2023-02-16,True
WX08,Fargo,North,80,36,2,8,2022,2022-08-02,False
WX02,Seattle,West,50,28,29,10,2022,2022-10-29,False
WX02,Seattle,West,61,42,15,9,2022,2022-09-15,False
